date,transactions,total_volume_sold_gallons,total_volume_sold_liters,total_revenue_sales,avg_revenue_sales,min_revenue_sales,max_revenue_sales
2018-03-19,9882,23961.900000000009,90693.950000000055,1406053.1,142.28426431896378,0.0,18900.0
2018-03-20,9970,19554.33,74012.65,1065699.4899999998,106.89062086258772,0.0,8100.0
2018-03-21,10465,21572.620000000003,81652.93,1221052.45,116.67964166268514,0.0,12977.64
2018-03-22,8199,20536.819999999996,77732.079999999987,1203879.26,146.83245029881695,0.0,17004.0
2018-03-23,4964,9842.36000000001,37254.26999999999,508026.46000000008,102.34215551974212,0.0,6750.0
2018-03-26,9358,22812.870000000006,86346.74000000002,1365950.8099999989,145.96610493695232,0.0,18704.4
2018-03-27,10756,22135.5,83780.929999999978,1344555.4800000009,125.00515805132017,0.0,10249.2
2018-03-28,10436,22648.410000000014,85722.660000000033,1327409.31,127.19521943273297,1.97,9262.44
2018-03-29,8054,22749.18,86104.109999999986,1385435.87,172.01835982120687,0.0,20250.0
2018-03-30,4771,9806.59000000001,37119.649999999994,529842.73000000021,111.0548585202263,0.0,3256.8
2018-04-02,9804,23549.319999999996,89133.63,1397967.3800000001,142.59153202774377,0.0,12546.6
2018-04-03,10841,25359.289999999983,95983.650000000052,1412825.2,130.32240568213257,0.0,8775.0
2018-04-04,10659,25955.559999999987,98240.290000000008,1427188.2499999998,133.89513556618812,0.0,7020.0
2018-04-05,8100,25016.320000000007,94687.489999999991,1474484.3899999992,182.0351098765432,0.0,27612.0
2018-04-06,4889,10140.35,38385.269999999968,518402.28999999992,106.03442217222337,0.0,4842.0
2018-04-09,9454,26633.55999999999,100809.08999999998,1529723.6,161.80702348212392,0.0,19305.0
2018-04-10,10433,25154.899999999987,95208.870000000054,1423188.9799999993,136.41224767564464,0.0,15303.6
2018-04-11,11186,27836.930000000008,105363.49,1535855.01,137.30153853030581,0.0,15303.6
2018-04-12,8237,28193.94999999999,106715.87,1545697.0500000003,187.65291368216577,0.0,34749.0
2018-04-13,5381,12655.180000000008,47902.259999999987,685004.74,127.30063928637803,0.0,15303.6
2018-04-16,9861,23060.86,87285.340000000055,1310716.1799999995,132.91919480782883,0.0,7920.0
2018-04-17,10639,21981.740000000009,83200.009999999966,1240952.9499999997,116.64187893599025,0.0,7197.6
2018-04-18,10609,22931.889999999996,86797.62,1279611.4700000007,120.61565369026299,0.0,7085.4
2018-04-19,8048,20862.2,78962.659999999989,1250152.1,155.33699055666003,0.0,18704.4
2018-04-20,4709,10184.440000000004,38550.430000000008,521829.35999999981,110.81532384795071,0.0,6664.8
2018-04-23,9472,25061.999999999975,94861.56,1384547.2299999995,146.17263830236473,0.0,20709.0
2018-04-24,11425,23542.05000000001,89102.45,1329900.1700000002,116.40264070021877,1.35,6664.8
2018-04-25,10853,24785.51,93810.809999999983,1353942.0699999996,124.75279369759512,0.0,9061.92
2018-04-26,7885,23960.860000000004,90692.579999999973,1322105.5599999998,167.67350158528859,0.0,12546.6
2018-04-27,4968,12002.340000000002,45432.249999999993,608228.8399999995,122.4293156199678,0.0,9408.0
2018-04-30,9923,28153.090000000004,106561.89,1662423.8700000008,167.53238637508821,0.0,29043.78
2018-05-01,10742,27104.379999999997,102591.68,1507722.0900000003,140.35766989387449,0.0,32400.0
2018-05-02,11326,33512.119999999988,126843.63999999993,1757247.5799999994,155.15164930248977,1.7,19569.6
2018-05-03,8774,27953.05,105803.29000000002,1505977.3200000003,171.64090722589472,0.0,19440.0
2018-05-04,5261,15522.130000000005,58755.390000000014,769033.52,146.17630108344414,0.0,19569.6
2018-05-07,10552,27650.869999999992,104659.49999999999,1544994.4099999997,146.41721095526921,0.0,18704.4
2018-05-08,11917,29048.62999999999,109949.50999999998,1543162.8099999996,129.49255769069396,0.0,21708.0
2018-05-09,11673,27072.449999999997,102470.91,1487596.8200000012,127.43911762186245,0.0,18816.0
2018-05-10,8287,25492.599999999991,96488.669999999969,1427826.6400000001,172.29716905997338,0.0,25326.0
2018-05-11,5264,10946.269999999999,41435.609999999979,580643.20999999985,110.30456117021281,0.0,9125.76
2018-05-14,11659,26922.579999999998,101901.93000000002,1530321.82,131.25669611458957,0.0,18816.0
2018-05-15,7161,14961.960000000005,56632.799999999981,845738.88000000024,118.10346041055718,0.0,24300.0
2018-05-16,14531,32482.559999999983,122943.95999999999,1837000.9099999997,126.41944188287113,0.0,18816.0
2018-05-17,8032,23452.109999999997,88764.26,1362288.68,169.60765438247006,0.0,15933.6
2018-05-18,5295,11946.810000000001,45223.07,608607.01999999944,114.93994711992447,0.0,9125.76
2018-05-21,10818,24390.819999999989,92319.939999999973,1384592.2800000005,127.98967276760949,0.0,18704.4
2018-05-22,11703,25972.16,98303.700000000026,1444718.3200000005,123.44854481756813,0.0,12595.8
2018-05-23,12174,28560.199999999983,108102.45,1579715.2999999998,129.76140134713327,0.0,18533.76
2018-05-24,8975,22824.980000000003,86391.820000000051,1282669.5999999996,142.9158328690807,0.0,9408.0
2018-05-25,12425,30298.389999999981,114687.49,1638788.91,131.89447967806839,0.0,18816.0
2018-05-29,11234,25332.210000000003,95882.60000000002,1461407.6699999988,130.08791792771939,0.0,18533.76
2018-05-30,11488,28685.279999999992,108575.96,1609385.39,140.09273938022289,0.0,24300.0
2018-05-31,9538,26127.980000000007,98890.090000000011,1471379.2099999997,154.26496225623825,1.7,20401.92
2018-06-01,5551,12598.250000000005,47686.340000000004,685014.36999999988,123.40377769771212,0.0,10125.0
2018-06-04,12892,31027.059999999983,117439.28000000004,1803100.399999999,139.86196090598818,0.0,18704.4
2018-06-05,12350,25552.159999999982,96714.429999999978,1510279.0,122.28979757085017,0.0,8502.0
2018-06-06,10636,27614.960000000014,104524.09000000005,1576409.84,148.21453930048895,0.0,11517.6
2018-06-07,8116,26018.55000000001,98481.959999999992,1468460.6100000003,180.93403277476588,0.0,17820.0
2018-06-08,4693,10818.609999999999,40950.069999999985,565742.82,120.550355849137,1.7,5668.2
2018-06-11,10603,25662.399999999983,97134.140000000058,1449431.0199999998,136.70008676789593,0.0,12546.6
2018-06-12,10441,25768.680000000015,97531.97,1490585.2200000007,142.76268748204191,1.97,18090.0
2018-06-13,10307,27467.950000000008,103965.36000000002,1537180.5399999998,149.13947220335695,1.34,28944.0
2018-06-14,8924,27655.490000000013,104675.01999999999,1603063.0400000007,179.63503361721206,0.0,12546.6
2018-06-15,5218,14085.369999999997,53320.12,730659.32000000041,140.02669988501344,0.0,10692.0
2018-06-18,10073,23462.08,88807.039999999979,1326791.66,131.71762732055996,0.0,18704.4
2018-06-19,10191,22114.600000000002,83701.339999999967,1249674.4900000005,122.62530566185849,0.0,13950.0
2018-06-20,10382,23754.910000000003,89912.400000000009,1318506.53,126.99928048545559,0.0,7570.44
2018-06-21,8066,22399.879999999997,84784.12000000001,1298383.1900000006,160.96989709893373,0.0,15032.16
2018-06-22,3967,9074.1400000000085,34347.36,492800.87000000005,124.22507436349889,0.0,8676.0
2018-06-25,11989,28799.970000000005,109008.65999999996,1619742.7399999988,135.10240553841015,0.0,18327.18
2018-06-26,11281,26788.53,101394.17000000001,1555201.7299999991,137.8602721389947,0.0,15055.92
2018-06-27,12081,32968.259999999987,124786.70000000001,1843207.2999999996,152.57075573214132,1.35,13603.2
2018-06-28,9102,28476.449999999997,107784.44000000005,1628724.7600000014,178.94141507361013,0.0,22275.0
2018-06-29,13819,33408.979999999989,126458.57,1821067.81,131.77999927635861,0.0,10202.4
2018-07-02,7837,18243.810000000005,69051.77,1053465.39,134.42202245757309,0.0,21708.0
2018-07-03,9275,20697.360000000004,78338.980000000025,1201095.59,129.498176819407,0.0,8097.6
2018-07-05,7948,23507.809999999994,88976.26,1340085.9900000007,168.60669224962248,0.0,47034.0
2018-07-06,5367,10774.180000000004,40782.53999999995,568902.28,106.00005217067265,0.0,5199.36
2018-07-09,10473,25111.48,95049.45000000007,1434594.7300000004,136.98030459276228,1.46,12162.66
2018-07-10,12770,28054.149999999998,106181.85999999996,1569618.9799999997,122.91456382145657,1.46,18816.0
2018-07-11,13796,30635.719999999961,115954.65,1737629.9099999988,125.95171861409099,1.97,10344.0
2018-07-12,8406,23549.550000000017,89136.229999999967,1287567.3499999996,153.1724185105877,0.0,24744.96
2018-07-13,5280,12164.089999999998,46044.899999999994,606879.10999999987,114.93922537878788,0.0,9194.4
2018-07-16,10231,24032.360000000008,90962.749999999956,1387700.82,135.63687029615869,0.0,18816.0
2018-07-17,10647,23309.550000000007,88226.87000000001,1298889.16,121.99578848501923,0.0,18816.0
2018-07-18,10533,26107.719999999994,98818.419999999984,1497182.6799999997,142.14209437007503,0.0,10757.76
2018-07-19,7630,23772.880000000005,89981.139999999927,1322075.4700000004,173.2733250327654,0.0,18816.0
2018-07-20,5045,11675.95000000001,44196.689999999973,608135.3,120.54218037661053,0.0,11378.4
2018-07-23,10154,24503.51,92747.589999999953,1441445.5799999998,141.95839866062633,0.0,20363.88
2018-07-24,10320,21861.19,82745.37000000001,1253192.56,121.43338759689919,0.0,17442.0
2018-07-25,10651,24910.099999999995,94284.079999999958,1414828.6699999995,132.8352896441649,0.0,20688.0
2018-07-26,7778,25662.949999999986,97135.650000000009,1572116.1199999987,202.12344047312942,0.0,69081.6
2018-07-27,4980,11495.609999999999,43513.73,611448.37000000011,122.78079718875502,0.0,20274.24
2018-07-30,10637,28309.479999999996,107152.78999999996,1600256.1699999997,150.44243395694278,0.0,37639.8
2018-07-31,10049,25273.42,95659.150000000052,1387257.8,138.04933824261121,1.34,25021.44
2018-08-01,11182,28150.300000000003,106783.90000000002,1619468.0399999991,144.82812019316751,1.35,18816.0
2018-08-02,8705,30404.609999999993,115272.22,1761942.8800000008,202.40584491671441,1.7,43657.2
2018-08-03,4907,11322.609999999993,42959.200000000004,658734.04999999993,134.24374363154672,2.7,63336.0
2018-08-06,10623,25283.580000000005,95920.760000000024,1495037.0100000002,140.73585710251342,1.88,15066.0
2018-08-07,10930,26617.370000000014,100984.45000000004,1508193.1499999994,137.98656450137247,1.34,24300.0
2018-08-08,10926,25979.089999999989,98562.39,1467433.7599999993,134.30658612483975,1.35,21870.0
2018-08-09,7972,24318.10000000002,92215.099999999962,1459116.8,183.03020572002023,1.8,21060.0
2018-08-10,5651,13467.320000000005,51094.059999999983,718737.37,127.18764289506284,1.7,11340.0
2018-08-13,10402,24595.840000000004,93315.159999999945,1400380.5899999999,134.62609017496646,1.5,34002.0
2018-08-14,10562,25993.310000000027,98611.3499999999,1448213.1799999995,137.11543078962319,1.35,22101.3
2018-08-15,10698,25280.179999999997,95911.339999999967,1446767.3599999996,135.23718078145444,1.7,13806.0
2018-08-16,7774,23015.720000000008,87279.109999999986,1365618.0499999996,175.66478646771296,2.7,17820.0
2018-08-17,4813,10996.710000000003,41724.189999999995,594432.07000000007,123.50552046540621,2.7,8910.0
2018-08-20,10722,26067.870000000003,98891.650000000023,1490381.0199999996,139.00214698750239,1.46,18704.4
2018-08-21,10730,22518.759999999995,85463.509999999966,1298467.2699999993,121.01279310344826,1.73,9102.72
2018-08-22,10287,23080.040000000012,87573.060000000012,1281963.02,124.61971614659282,1.7,16200.0
2018-08-23,7891,20123.39,76334.559999999983,1184362.97,150.09035230008885,1.46,19440.0
2018-08-24,5081,10792.320000000007,40955.17,570468.6599999998,112.27487896083447,2.75,5199.36
2018-08-27,11367,27887.060000000005,105793.32,1630125.8399999999,143.40862496700981,1.35,24022.44
2018-08-28,11236,28512.349999999988,108162.92000000006,1557340.8399999994,138.60278034887858,2.68,36180.0
2018-08-29,11118,26445.080000000005,100329.04999999997,1528983.1599999995,137.52322000359774,1.97,16014.96
2018-08-30,8538,22024.980000000025,83546.829999999973,1336697.7600000005,156.55865073787763,2.7,17820.0
2018-08-31,12722,30953.330000000009,117423.94999999997,1684775.6600000006,132.43009432479164,1.35,18704.4
2018-09-04,10053,27332.080000000005,103671.50000000001,1531794.9300000004,152.3719218143838,1.46,45630.0
2018-09-05,11198,29709.03999999999,112687.56999999999,1698232.9200000002,151.65502053938204,1.7,17004.0
2018-09-06,8032,29094.970000000016,110295.12999999993,1659957.9799999995,206.6680751992032,2.7,18816.0
2018-09-07,5149,12824.15,48647.230000000018,648356.59000000032,125.91893377354819,1.5,18816.0
2018-09-10,11453,27741.77,105246.45000000001,1569211.5100000007,137.013141534969,1.46,12546.6
2018-09-11,10707,26711.209999999995,101334.83999999998,1489456.1000000006,139.11049780517419,1.7,23400.0
2018-09-12,11267,24140.689999999991,91613.780000000042,1364462.4099999997,121.102548149463,1.5,5985.0
2018-09-13,7923,22740.550000000003,86242.359999999942,1363612.3799999997,172.10808784551313,1.8,46800.0
2018-09-14,5218,10471.850000000002,39745.759999999973,580879.08,111.32216941356842,2.34,5850.0
2018-09-17,10162,24742.979999999996,93867.739999999976,1438187.6300000001,141.52604113363512,1.5,18816.0
2018-09-18,10475,21336.910000000007,80986.630000000019,1237667.1199999996,118.15437899761339,1.34,9408.0
2018-09-19,11376,25699.050000000007,97512.870000000068,1439456.9500000002,126.53454201828416,2.99,18816.0
2018-09-20,8082,21297.910000000014,80784.299999999988,1271430.8899999997,157.31636847315028,1.7,13143.6
2018-09-21,4950,11214.410000000002,42550.49,583108.90999999992,117.79977979797985,1.35,18627.84
2018-09-24,10066,24181.129999999997,91737.410000000018,1401481.7300000004,139.22925988476058,1.5,18816.0
2018-09-25,10016,23256.950000000012,88244.089999999982,1377931.82,137.57306509584663,2.01,34632.0
2018-09-26,10190,23212.540000000005,88075.279999999984,1351330.0700000008,132.61335328753682,2.94,18816.0
2018-09-27,7722,20350.17,77189.78999999995,1296045.3800000006,167.83804454804462,1.34,17820.0
2018-09-28,4690,9409.1699999999983,35713.109999999986,501686.28999999963,106.96935820895523,1.35,5077.44
2018-10-01,10553,25189.750000000004,95563.979999999952,1535782.8,145.53044631858239,1.35,18704.4
2018-10-02,10681,30189.130000000012,114501.21,2071385.2600000002,193.93177230596385,1.7,279557.28
2018-10-03,10600,28674.149999999991,108758.14000000001,1656522.1399999997,156.27567358490569,1.34,12960.0
2018-10-04,8284,29301.840000000004,111086.22999999997,1877850.4399999985,226.68402221149202,1.7,43182.0
2018-10-05,5352,12225.280000000002,46387.56,640627.30999999982,119.69867526158444,2.94,9811.2
2018-10-08,10031,26882.590000000007,101965.86,1602818.5699999998,159.78651879174552,1.5,25911.36
2018-10-09,10998,26520.270000000022,100616.09000000001,1717829.679999999,156.19473358792504,1.46,77175.0
2018-10-10,10853,30048.14000000001,113963.67,1943492.2400000002,179.0741951534138,1.7,28080.0
2018-10-11,8289,25041.760000000009,94959.62,1570835.2999999998,189.50842079864873,1.35,27612.0
2018-10-12,5336,12523.330000000005,47515.090000000004,740779.15,138.8266772863569,2.61,10104.48
2018-10-15,10636,27963.389999999996,106067.21,1690335.6799999997,158.92588191049262,1.46,28073.76
2018-10-16,10328,22304.309999999987,84643.510000000053,1343065.5999999992,130.04120836560813,1.35,13800.0
2018-10-17,10698,28254.889999999992,107174.69999999998,1691624.4300000002,158.1252972518227,1.34,13806.0
2018-10-18,8142,27669.95,104906.84999999995,1735642.37,213.171502087939,1.35,27072.0
2018-10-19,5388,15151.170000000007,57463.44,872773.87999999989,161.98475872308833,1.34,18533.76
2018-10-22,10607,26762.98000000001,101525.58,1573536.6800000004,148.34889035542579,1.35,17004.0
2018-10-23,10871,28525.910000000014,108209.83000000003,1772022.0400000005,163.00451108453686,1.46,19928.28
2018-10-24,11257,30388.279999999995,115262.94999999998,1758281.5599999996,156.19450652927071,1.7,22425.6
2018-10-25,8218,24119.230000000018,91468.540000000037,1457055.0099999998,177.30043927963015,1.35,18816.0
2018-10-26,5103,12584.660000000003,47741.399999999994,665928.85000000009,130.49752106603964,2.94,9408.0
2018-10-29,10241,26018.439999999981,98697.199999999983,1561287.4100000013,152.45458548969833,1.35,15032.16
2018-10-30,10503,26486.630000000005,100479.65000000004,1686230.7200000004,160.54753118156722,1.7,30032.76
2018-10-31,10679,24030.240000000013,91181.800000000017,1443546.2899999996,135.17616724412409,1.46,22454.4
2018-11-01,8164,19648.979999999996,74545.959999999992,1207971.8899999997,147.96323983341497,1.8,9124.8
2018-11-02,4654,10849.329999999996,41163.500000000022,576864.1399999999,123.95018048990117,3.4,11792.16
2018-11-05,10710,27391.200000000004,103904.51999999996,1681689.0599999989,157.02045378151271,2.92,18704.4
2018-11-06,11281,28053.10999999999,106429.30000000006,1711811.9399999997,151.74292527258211,1.88,14034.0
2018-11-07,11705,27689.999999999993,105058.21999999997,1688815.4799999993,144.2815446390432,1.35,19622.4
2018-11-08,8182,25014.719999999998,94857.180000000022,1530289.8900000001,187.03127474944989,1.5,11847.36
2018-11-09,5753,12464.830000000013,47301.600000000006,731422.85000000021,127.13764123066221,1.34,8420.4
2018-11-12,11382,27043.85000000002,102603.38000000008,1673089.4300000002,146.99432700755582,1.5,15032.16
2018-11-13,10822,24027.790000000023,91178.250000000015,1491097.2700000003,137.78389114766227,1.35,21584.64
2018-11-14,14035,32860.14,124675.40000000004,1957428.4,139.46764517278231,1.7,8701.08
2018-11-15,10557,30357.180000000008,115126.86000000002,1856058.0699999994,175.81302169176854,2.68,18704.4
2018-11-16,6440,13262.010000000002,50331.679999999978,722234.77,112.1482562111801,2.57,6840.0
2018-11-19,12709,28893.669999999987,109631.20999999999,1739728.0999999992,136.88945629081755,1.46,12546.6
2018-11-20,11532,25059.74,95101.419999999969,1512988.9300000002,131.19917880679844,1.46,33100.8
2018-11-21,5335,12763.310000000001,48423.499999999985,748192.75999999989,140.2423167760075,1.35,10344.0
2018-11-26,11905,28520.35,108206.03999999996,1776225.8700000003,149.19998908021833,1.5,17004.0
2018-11-27,10862,26135.23000000001,99157.500000000029,1652565.78,152.14194255201622,2.64,41376.0
2018-11-28,12315,28614.910000000003,108573.31999999999,1727914.8800000001,140.30977507105155,1.7,9516.48
2018-11-29,11212,30431.22,115424.44000000006,1915221.7900000005,170.8189252586514,1.34,21591.0
2018-11-30,7053,15722.97,59661.569999999971,862732.15000000014,122.32130299163477,1.86,6750.0
2018-12-03,10963,28933.030000000017,109745.45000000004,1840597.040000001,167.89173036577583,1.7,18704.4
2018-12-04,11117,28047.150000000009,106401.05000000002,1758292.2399999998,158.1624754879914,2.01,21708.0
2018-12-05,11437,31821.489999999994,120691.08000000002,1989571.4200000002,173.9592043368016,1.35,20688.0
2018-12-06,9716,34362.31,130275.43000000002,2136798.5300000007,219.92574413338824,1.35,36180.0
2018-12-07,5856,16148.99,61249.419999999984,880274.29999999993,150.32006489071034,1.34,18816.0
2018-12-10,11392,30851.950000000012,117018.00999999997,1879452.4200000004,164.98002282303381,1.35,59879.04
2018-12-11,11046,29401.750000000004,111527.68999999996,1769934.6600000001,160.23308527973927,1.73,23745.6
2018-12-12,11954,30602.21,116086.37000000007,1924267.11,160.97265434164294,1.35,18816.0
2018-12-13,9812,33490.84,126976.33000000003,2168068.419999999,220.96090705258877,1.35,37992.96
2018-12-14,6052,14877.980000000009,56443.920000000006,809189.75999999989,133.70617316589551,2.57,12954.6
2018-12-17,13766,31905.520000000008,121055.53000000007,2010884.3,146.07615138747627,1.97,18704.4
2018-12-18,13633,28617.369999999984,108613.56,1813008.3799999994,132.98675126531211,1.7,15929.76
2018-12-19,13606,30605.320000000011,116133.38000000005,1857185.6400000001,136.49754814052628,1.35,10656.0
2018-12-20,10624,31078.320000000014,117864.52999999994,2006871.8199999991,188.89983245481938,3.08,18630.0
2018-12-21,15578,36785.209999999977,139561.52000000005,2170423.26,139.32618179483893,2.34,18816.0
2018-12-24,608,858.90999999999963,3265.7099999999987,75539.12000000001,124.24197368421055,7.14,1799.88
2018-12-26,13653,29605.840000000011,112357.76000000002,1844779.0099999995,135.11894894894894,2.01,21708.0
2018-12-27,13816,31952.979999999989,121243.01999999995,1944745.4399999992,140.760382165605,1.5,18533.76
2018-12-28,10196,31709.619999999981,120241.51999999993,1914349.2399999998,187.75492742251862,1.35,47034.0
2018-12-29,5290,9941.850000000004,37739.359999999986,583340.1399999999,110.2722381852552,2.34,11044.8
2018-12-31,12284,26033.670000000002,98802.989999999976,1648757.7999999998,134.21994464343871,1.35,27374.4
2019-01-02,10051,18189.330000000013,69062.360000000015,1071212.2200000004,106.57767585314893,2.94,6327.0
2019-01-03,10122,19707.280000000017,74807.769999999975,1166456.4900000002,115.23972436277418,1.8,5205.6
2019-01-04,11235,23280.209999999995,88354.060000000012,1379766.0799999996,122.80961993769469,2.7,6465.6
2019-01-07,10572,23390.470000000005,88756.399999999951,1400248.1100000013,132.44874290578895,1.35,17820.0
2019-01-08,8565,16838.090000000004,63915.139999999992,976662.4700000002,114.02947694103911,1.46,22952.16
2019-01-09,9294,18686.09,70922.409999999974,1067434.5399999998,114.85200559500754,1.35,5398.8
2019-01-10,6925,21639.740000000005,82055.070000000051,1224052.3899999992,176.75846787003607,1.35,39798.0
2019-01-11,5024,10396.000000000002,39452.14999999998,548847.83999999973,109.24519108280253,1.35,4080.96
2019-01-14,8794,18932.49,71844.38999999997,1120499.1999999997,127.41632931544233,1.88,15032.16
2019-01-15,8985,18503.550000000014,70231.429999999964,1025281.3099999997,114.1103294379521,1.5,9778.5
2019-01-16,9065,20034.089999999993,76019.51,1135055.7600000005,125.21299062327634,1.7,6346.8
2019-01-17,7639,18526.19000000001,70284.72000000003,1079346.5800000003,141.29422437491812,1.97,11227.2
2019-01-18,5857,15216.850000000004,57717.619999999981,811826.03,138.60782482499573,1.97,12546.6
2019-01-22,10873,22357.950000000012,84862.250000000029,1245375.2699999998,114.53833072749011,1.34,28944.0
2019-01-23,7606,16868.590000000015,64007.290000000008,938765.67999999982,123.42435971601365,2.57,5916.96
2019-01-24,10712,29278.060000000012,111049.99000000008,1648702.2799999998,153.91171396564596,1.86,37532.16
2019-01-25,7337,16747.350000000006,63545.399999999994,893914.09999999986,121.83645904320571,1.35,45240.0
2019-01-28,12920,26874.249999999996,101993.11999999998,1563023.4600000002,120.9770479876161,1.5,15032.16
2019-01-29,9574,19485.150000000009,73958.49,1079128.02,112.71443701692084,2.34,5598.72
2019-01-30,8248,18020.580000000005,68379.949999999983,984318.77999999945,119.3402982541222,2.75,5578.14
2019-01-31,8353,18643.130000000005,70743.260000000009,1106865.9799999997,132.51119118879438,1.7,11847.36
2019-02-01,4979,11575.19000000001,43917.73,619534.22999999986,124.42944968869251,1.35,18533.76
2019-02-04,10125,26473.330000000009,100417.75000000001,1529016.5999999996,151.01398518518513,1.88,18704.4
2019-02-05,9902,23300.900000000016,88410.739999999991,1354604.659999999,136.80111694607146,1.34,16200.0
2019-02-06,10165,25058.870000000006,95066.360000000059,1420364.5099999995,139.73089129365468,1.35,21024.0
2019-02-07,8060,28225.91999999998,107011.64999999994,1634884.4799999997,202.83926550868492,1.8,20250.0
2019-02-08,4800,12228.710000000001,46388.299999999967,620386.72000000009,129.24723333333333,2.34,10350.0
2019-02-11,10271,28813.380000000016,109276.63000000005,1645820.6099999999,160.2395686885406,1.35,18816.0
2019-02-12,9698,22487.350000000017,85326.7,1282548.7199999995,132.24878531656015,1.34,13806.0
2019-02-13,9800,24158.74,91649.609999999942,1313136.4199999995,133.99351224489803,1.35,9408.0
2019-02-14,7621,22406.129999999994,84971.37,1254168.0,164.56737960897522,3.72,18816.0
2019-02-15,4788,12013.460000000006,45573.62999999999,569282.15999999992,118.89769423558892,1.34,18816.0
2019-02-18,9575,24959.300000000007,94674.600000000049,1401746.4199999997,146.39649295039166,1.5,16200.0
2019-02-19,9726,21025.24,79789.77,1205740.6600000001,123.97086777709229,1.7,18816.0
2019-02-20,10383,26096.37000000001,98996.660000000018,1393122.3800000004,134.173396898777,2.7,18533.76
2019-02-21,7773,22771.979999999996,86360.169999999969,1391144.5000000002,178.97137527338228,1.8,18704.4
2019-02-22,5109,11880.27000000001,45075.08,625673.99000000022,122.46505969857114,2.94,10199.52
2019-02-25,9748,25713.269999999997,97528.57,1428635.9900000002,146.55683114485024,1.73,18816.0
2019-02-26,9994,26640.529999999995,101053.30000000002,1382246.0299999998,138.30758755253152,1.97,18816.0
2019-02-27,9735,23866.680000000008,90543.199999999983,1291684.0700000005,132.68454750898815,1.34,18816.0
2019-02-28,7480,23447.809999999994,88909.75,1278169.3400000005,170.87825401069523,2.57,18816.0
2019-03-01,4946,11573.960000000003,43910.509999999987,633872.25000000023,128.15856247472703,2.7,14580.0
2019-03-04,10422,25836.539999999986,98012.36,1573461.9499999993,150.97504797543652,1.73,18704.4
2019-03-05,10917,25289.0,95955.879999999932,1542964.0799999989,141.33590546853526,1.34,16200.0
2019-03-06,10701,28466.48000000001,107974.35000000008,1742535.32,162.8385496682553,1.7,22680.0
2019-03-07,8298,28116.64,106601.18000000007,1738780.9,209.54216678717768,1.46,30856.32
2019-03-08,5242,12571.980000000003,47695.969999999972,700638.5299999998,133.65862838611216,2.7,6480.0
2019-03-11,10212,24216.06,91872.539999999979,1472221.2799999998,144.16581276929105,1.46,17004.0
2019-03-12,10142,24041.040000000012,91215.27999999997,1572739.1400000008,155.07189311772822,1.7,15718.08
2019-03-13,10777,24431.470000000008,92700.11,1497215.7,138.92694627447341,1.97,9784.8
2019-03-14,7504,23963.929999999997,90864.920000000013,1410604.1999999997,187.9803038379531,1.35,20866.56
2019-03-15,4688,9366.1100000000024,35547.76999999999,513613.95000000007,109.55928967576796,2.99,4860.0
2019-03-18,9782,22690.230000000021,86086.400000000052,1377502.2799999996,140.82010631772641,1.97,18704.4
2019-03-19,8910,17469.790000000019,66314.09,993209.34999999939,111.47130751964083,2.61,15390.0
2019-03-20,9930,20893.329999999994,79289.829999999973,1208884.2300000004,121.74060725075526,1.7,6639.0
2019-03-21,7549,19284.430000000011,73151.640000000029,1135707.4099999997,150.44474897337403,2.61,17004.0
2019-03-22,4690,9356.5099999999966,35513.079999999965,506453.1999999999,107.98575692963755,1.35,3857.04
2019-03-25,9926,22021.959999999995,83562.860000000015,1253480.0999999999,126.28250050372759,1.97,12546.6
2019-03-26,9358,19109.180000000008,72530.489999999976,1047203.2800000007,111.90460354776658,2.61,21942.9
2019-03-27,9493,20970.489999999998,79575.390000000029,1163097.6200000003,122.52160750026334,2.01,6030.72
2019-03-28,7537,22681.020000000011,86006.960000000021,1289889.59,171.14098314979441,2.34,28212.3
2019-03-29,4874,11273.079999999998,42770.760000000009,608654.00000000012,124.8777185063603,2.61,16200.0
2019-04-01,9757,23628.519999999982,89638.78,1380021.3900000008,141.43910935738444,1.46,18704.4
2019-04-02,10156,23019.590000000004,87348.119999999966,1252650.5799999996,123.34093934619924,1.35,14734.2
2019-04-03,11000,24729.500000000004,93832.419999999969,1391115.05,126.46500454545458,1.7,9900.0
2019-04-04,8213,25582.920000000016,97005.530000000013,1484711.4699999983,180.77577864361373,2.34,17820.0
2019-04-05,5829,12797.450000000004,48561.019999999982,674455.74000000034,115.70693772516724,2.34,7920.0
2019-04-08,10537,23796.049999999996,90289.33000000006,1409058.3300000005,133.72481066717285,1.46,15510.0
2019-04-09,10149,22983.540000000012,87211.090000000026,1247923.5500000005,122.96024731500638,1.35,45972.0
2019-04-10,10061,26381.870000000003,100070.91999999998,1442188.2400000007,143.34442301958066,1.46,13791.6
2019-04-11,7218,23777.940000000021,90153.909999999974,1337015.8299999998,185.2335591576614,2.79,45972.0
2019-04-13,6665,13398.830000000005,50856.329999999994,724460.17999999993,108.69620105026254,1.5,3087.48
2019-04-15,7709,18127.610000000004,68773.26999999996,1060334.1700000004,137.54496951615,1.34,17820.0
2019-04-16,9682,19766.270000000011,75019.649999999951,1108078.8399999999,114.44730840735386,1.5,7020.0
2019-04-17,8955,25048.330000000013,94991.329999999987,1402917.2099999997,156.66300502512567,1.88,14623.44
2019-04-18,7296,20370.450000000008,77259.750000000029,1199187.7999999998,164.3623629385965,1.97,18704.4
